quote,author,theme/tag,source,position,region,decade,gender
"If the child is unwell, attention must be turned to the state of the mother’s  health . Administering  drugs  to the child is as good as murdering it, for the child with its delicate constitution, easily succumbs to their poisonous effects. Hence the medicine should be administered to the mother, so that its beneficial properties may be transmitted to the child through her milk. If the child suffers, as it often does, from cough or loose bowels, there is no cause for alarm; we should wait for a day or so, and try to get at the root of the trouble, and then remove it. Making fuss over it and falling into a panic only makes matters worse. ... The use of shoes prevents the free circulation of blood and the development of hardy feet and legs. Dressing the child in silk or lace cloths, with cap and coat, and ornaments, is a barbarous practice. Our attempt to enhance by such ridiculous means the beauty that Nature has given, only bespeaks our vanity and ignorance.  (Part II,  Chapter  IX, Care of the Child)",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"We should always remember that the education of the child really begins from its very birth, and is best given by the parents themselves. The use of threats and punishments, and the practice of gorging the children with food, are an outrage on the principles of true education. ... The example and practice of the parents necessarily shape the conduct and character of the children.... The very first duty of a man is to give such education to his children as will make them honest and truthful, and an ornament to the society in which they live. ... It is the solemn duty of all virtuous parents to train their children in noble ways. (Part II,  Chapter IX, Care of the Child)",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"To conclude, then our attempt in these pages has been to teach the great truth that perfect health can be attained only by living in obedience to the  laws of God , and defying the power of Satan. True happiness is impossible without true health, and true health is impossible without a rigid control of the palate. All the other senses will automatically come under our control when the palate has been brought under control. And he who has conquered his senses has really conquered the whole world, and he becomes a part of God. We cannot realise  Rama  by reading the  Ramayana , or  Krishna  by reading the Gita, or God by reading the Koran, or  Christ  by reading  the Bible ; the only means of realising them is by developing a pure and noble character. Character is based on virtuous action, and virtuous action is grounded on Truth.  Truth , then, is the source and foundation of all things that are good and great. Hence, a fearless and unflinching pursuit of the ideal of Truth and Righteousness is the key-note of true health as of all else.   (Part II,  Chapter  XIV, Conclusion)",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"chapter 01. Independence Pledge ( 1930 ) ,",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Young India, (Bulletin), 2-10-1930, p. 2 In:  My God  (1962),  Chapter 13. Pathways of God , Printed and Published by: Jitendra T. Desai, Navajivan Mudranalaya, Ahemadabad-380014 India",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Young India  (Feb. 7, 1931) p. 162",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Young India  (12 March 1931),  p. 31",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Young India  (12 March 1931),  Selections from Gandhi  (1950), Nirmal Kumar Bose, p. 161.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Young India  (2 July 1931),  Selections from Gandhi  (1950), Nirmal Kumar Bose, p. 161.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Interview to the Press"" in Karachi about the execution of  Bhagat Singh  (23 March 1931); published in  Young India  (2 April 1931), reprinted in  Collected Works of Mahatma Gandhi Online  Vol. 51 . Gandhi begins by making a statement on his failure ""to bring about the commutation of the death sentence of Bhagat Singh and his friends."" He is asked two questions. First: ""Do you not think it impolitic to forgive a government which has been guilty of a thousand murders?"" Gandhi replies: ""I do not know a single instance where forgiveness has been found so wanting as to be impolitic."" In a follow-up question, Gandhi is asked: ""But no country has ever shown such forgiveness as India is showing to Britain?"" Gandhi replies: ""That does not affect my reply. What is true of individuals is true of nations. One cannot forgive too much. The weak can never forgive. Forgiveness is the attribute of the strong.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Young India  (24 April 1931), p. 274",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Young India  (24 September 1931); also in  Teachings Of Mahatma Gandhi  (1945), edited by Jag Parvesh Chander,  p. 458 archive.org",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Interview for  The Jewish Chronicle  (London, October 2, 1931), in  ""Gandhi, the Jews & Zionism"" , Jewish Virtual Library.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi, Speech at Chatham House, London, on October 20, 1931. Quoted in Essential Writings of Dharampal by Dharampal, and quoted in S.R. Goel, Hindu Society under siege",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Statement at Oxford (24 October 1931), published in  Young India  Vol. 13 (1931), p. 355",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Young India  (19 November 1931, p. 361)",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Speech at Meeting of London Vegetarian Society (20 November 1931), in  The Collected Works of Mahatma Gandhi  (New Delhi: Publications Division Government of India, 1999 electronic edition),  Volume 54 , p. 189.",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Speech at Meeting in Lausanne (8 December 1931), in  The Collected Works of Mahatma Gandhi  (New Delhi: Publications Division Government of India, 1999 electronic edition),  Volume 54 , p. 272.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"The Dairy of Mahadev Desai , (June 4, 1932) p. 149",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"The Bombay Chronicle , 29-11-1932, in  Collected Works of Mahatma Gandhi , Vol. 52, p. 71.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan  (1933, July 8); also in  Collected Works of Mahatma Gandhi  (Vol. 61), and in  The Mind of Mahatma Gandhi  (Prabhu and Rao, eds., 1967, pp. 33-34)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Gandhi (1935) in response to a call by Dr.  Ambedkar  for mass conversions among the depressed classes. Quoted from  Sri Aurobindo , ., Nahar, S., Aurobindo, ., & Institut de recherches évolutives (Paris).  India's rebirth: A selection from Sri Aurobindo's writing, talks and speeches.  Paris: Institut de Recherches Evolutives. 3rd Edition (2000).",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Modern Review   (October, 1935) p. 412. Interview with  Nirmal Kumar Bose  (9/10 November 1934)",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Modern Review  (October, 1935) p. 412. Interview with  Nirmal Kumar Bose  (9/10 November 1934)",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"‘Harijan’, English weekly (founded by M.K. Gandhi), Poona, May 11, 1935",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"‘Harijan’, English weekly, Poona, founded by M.K. Gandhi, dated May 11, 1935",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"In his  Letter to Premabehn Kantak , in  Collected Works , , Delhi. Ministry of Information (1969-94)., 50:309-10",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , (29 August 1936), p. 226",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , (Nov. 1. 1936). M.K. Gandhi,  Collected Works of Mahatma Gandhi , Vol-62, New Delhi: Publication Division, Ministry of Information and Broadcasting, Government of India (1975) p. 92",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan, 30-1-1937, p. 407; In:  My God  (1962),  Chapter 13. Pathways of God , Printed and Published by: Jitendra T. Desai, Navajivan Mudranalaya, Ahemadabad-380014 India",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , 14-5-1938, pp. 110-11; and  The Hindustan Times , 5-5-1938, in  Collected Works of Mahatma Gandhi , vol. 67, p. 64. Also in:  My God  (1962),  Chapter 13. Pathways of God , Printed and Published by: Jitendra T. Desai, Navajivan Mudranalaya, Ahemadabad-380014 India",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan  (30-7-1938),  My Own Experience , attributed in   Towards New Education , 1953 , pp. 50-51, a french translation mentioned elsewhere",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi, Harijan, 26 November 1938, in  Gandhi & Zionism: ‘The Jews’ , Jewish Virtual Library.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi, Harijan, 26 November 1938, in  ""Gandhi & Zionism: ‘The Jews’"" , Jewish Virtual Library.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Harijan  (19 November 1938) p. 343,Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , (2 December 1938), p. 2",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"The Collected Works of Mahatma Gandhi  ""Enlightened Anarchy - A Political Ideal"" Volume 74 p. 380.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Letter addressed to Hitler. 23 July 1939 (Collected Works, vol. 70, pp. 20–21). Available online at  TIME    .",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"On Trial (1939), in  Dinanath Gopal Tendulkar ,  Mahatma: Life of Mohandas Karamchand Gandhi  (1952), vol. 5, p. 212.",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi, Harijan, 21 July 1946, in  ""Gandhi, the Jews & Zionism"" , Jewish Virtual Library.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Harijan  (27 January 1940) p. 428,Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , April 13, 1940, in  The Collected Works of Mahatma Gandhi , vol 71, p. 412.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Harijan  (20 April 1940) p. 97,Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Letter to [the viceroy of India] Lord Linlithgow, May 26, 1940 p. 253 (Mahatma Gandhi, The Collected Works of Mahatma Gandhi (New Delhi: Publications Division Government of India, 1999), vol. 78,",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"HOW TO COMBAT HITLERISM  June 18, 1940 p. 344; 345 (Mahatma Gandhi, The Collected Works of Mahatma Gandhi (New Delhi: Publications Division Government of India, 1999), vol. 78,",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"June 1940 speech. (Mahatma Gandhi, The Collected Works of Mahatma Gandhi (New Delhi: Publications Division Government of India, 1999), vol. 78, p. 349.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Letter to  Rajkumari Amrit Kaur , regarding the military situation between England and Germany (May 1940), quoted in  Collected Works  (1958), p. 70.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan  (22 June 1940), after Nazi victories resulting in the occupation of France.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Generalisation"", from  Harijan  (6 July 1940). Quoted in  Teachings of Mahatma Gandhi  (1945), edited by Jag Parvesh Chander, Indian Printing Works,  pages 243-244 .",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Letter addressed to Hitler. 24 December 1940. Available online at  TIME    .,Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Speech at Bardoli on 8 January 1942, which was printed in Harijanbandhu the same day and later in Collected Works (vol. 79, p. 205). Quoted in  Gandhi and Godse: A Review and a Critique  (2001) by  Koenraad Elst , p. 49.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , (18 April 1942). Quoted in  Indian Politics, 1936-1942  (1943) by  Reginald Coupland , p. 298.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Conversations with Louis Fischer, June 6, 1942, in Louis Fischer,  A Week with Gandhi , pp. 45-46.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"From Discussion with BG Kher and others, 15 August 1940.  Gandhi's Wisdom Box  (1942), edited by Dewan Ram Parkash, p. 67 also in  Collected works of Mahatma Gandhi   Vol. 79 (PDF) , p. 122",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Non-Violence in Peace and War , 1942, Vol. 1, Ch. 142",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Man falls from the pursuit of the ideal of plain living and high thinking the moment he wants to multiply his daily wants. History gives ample proof of this. Man's happiness really lies in contentment. He who is discontented, however much he possesses, becomes a slave to his desires. And there is really no slavery equal to that of the desires. All the sages have declared from the house-tops that man can be his own worst enemy as well as his best friend. To be free or to be a slave lies in his own hands. And what is true for the individual is true for society.",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , (2 January 1942), p. 27",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Young India  (18 January 1942) p. 5,Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Harijan  (1 February 1942) p. 27,Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Conquest of Violence: The Gandhian Philosophy of Conflict  by Joan V. Bondurant (1965) University of California Press, Berkeley: CA, p. 174.  Harijan  (1 February 1942) p. 27",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"30 July 1944, in Collected Works, vol. 77, p. 434. Quoted in  Mahatma: Life of Mohandas Karamchand Gandhi  (1951) by  Dinanath Gopal Tendulkar , vol. 6, p. 331.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Interview given to Ralph Coniston, ‘before April 25, 1945’, reproduced in Collected Works, vol. 79, p. 422-23. Quoted in  What Gandhi Says: About Nonviolence, Resistance and Courage  (2012), by  Norman Finkelstein , p. 78.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"As quoted in  Mahatma , edit., D.G. Tendulkar, Vol. 7 (1945-1947), first edition, New Delhi, India, Publication Division of the Ministry of  Information and Broadcasting (1953) p. 138",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"As quoted in  Mahatma ,  edit., D.G. Tendulkar, Vol. 7 (1945-1947) first edition, New Delhi, India, Publication Division of the Ministry of  Information and Broadcasting (1953) p. 82",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan  (24 February 1946). As quoted in  The Politics Of Nonviolent Action ,  Gene Sharp ,  Porter Sargent Publishers (1973), p. 59",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi, June 1946, in an interview with his biographer Louis Fischer. Quoted in  ""Gandhi on the Holocaust"" , Jewish Virtual Library.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Harijan  (27 October 1946) p. 369,Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , (9 January 1946), p. 285",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Harijan , (24 February 1946), p. 19",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi post-prayer speech at Birla Mandir, New Delhi, on April 6, 1947. quoted in Arvind Lavakare,  Of Sabarmati secularism & non-violence , 16 April 2002, Rediff.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Gandhi's comments privately told to Manuben in 1947. Quoted from Hiro, D. (2015). The longest August: The unflinching rivalry between India and Pakistan. New York, NY: Nation Books.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"(The Collected Works of Mahatma Gandhi, vol. LXXXVII, p. 394–5)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Prarthana Pravachan - I , pp. 166-70;  The Hindu , 17 June 1947.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"SELECTED WRITINGS OF MAHATMA GANDHI , Extracts from the Delhi Diary, 23 September 1947.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Speech (16 June 1947) as the official date for Indian independence approached (15 August 1947),  as quoted in  Mahatma Gandhi: The Last Phase  (1958)  by  Pyarelal Nayyar , p. 326",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Harijan  (13 July 1947) p. 232,Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"6 August 1947,. (Hindustan Times, 8-8-1947, CWoMG, vol. LXXXIX, p. 11)",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Delhi Diary  (3 November 1947 entry), Navajivan Publishing House, Ahmedabad, (March 1948) pp. 68-70",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"SPEECH AT PRAYER MEETING NEW DELHI, April 6, 1947. VOL. 94: 17 FEBRUARY, 1947 - 29 APRIL, 1947 247 243.     p. 248",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"25 December 1947, in reaction to a Urdu poem protesting against the planned rebuilding of the  Somnath temple  and calling for ""a new  Ghaznavi  to avenge the renovation of the Somnath temple"", quoted by Rajmohan Gandhi: Revenge and Reconciliation, p. 237.",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"To  Amrit Kaur , January 28, 1948, two days before his assassination, as quoted in  Dinanath Gopal Tendulkar ,  Mahatma: Life of Mohandas Karamchand Gandhi  (1954), vol. 8, p. 436.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Non-Violence in Peace and War  (1948); also in  Gandhi on Non-violence: Selected Texts from Mohandas K. Gandhi's Non-Violence in Peace and War  (1965) edited by  Thomas Merton   Google Books link   ISBN 0811200973,Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Non-Violence in Peace and War  (1948); also in  Gandhi on Non-violence: Selected Texts from Mohandas K. Gandhi's Non-Violence in Peace and War  (1965) edited by  Thomas Merton,Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Non-Violence in Peace and War  p. 254  (1948); also in  Gandhi on Non-violence: Selected Texts from Mohandas K. Gandhi's Non-Violence in Peace and War  (1965) edited by  Thomas Merton ; this has also appeared in paraphrased form as ""if there is violence in our hearts.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Harijan  (28 July 1949) p. 219,Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"This war has descended upon mankind as a curse and a warning. It is a curse inasmuch as it is brutalizing man on a scale hitherto unknown. All distinctions between combatants and noncombatants have been abolished. No one and nothing is to be spared. Lying has been reduced to an art.  Britain was to defend small nationalities. One by one they have vanished, at least for the time being.  It is also a warning. It is a warning that, if nobody reads the writing on the wall, man will be reduced to the state of the beast, whom he is shaming by his manners.  I read the writing when the hostilities broke out. But I had not the courage to say the word. God has given me the courage to say it before it is too late.",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"I appeal for cessation of hostilities, not because you are too exhausted to fight, but  because war is bad in essence. You want to kill Nazism. You will never kill it by its indifferent adoption. Your soldiers are doing the same work of destruction as the Germans.  The only difference is that perhaps yours are not as thorough as the Germans. If that be so, yours will soon acquire the same thoroughness as theirs, if not much greater. On no other condition can you win the war. In other words, you will have to be more ruthless than the Nazis.  No cause, however just, can warrant the indiscriminate slaughter that is going on minute by minute. I suggest that a cause that demands the inhumanities that are being perpetrated today cannot be called just.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"I do not want Britain to be defeated, nor do I want her to be victorious in a trial of brute strength, whether expressed through the muscle or the brain.  Your muscular bravery is an established fact. Need you demonstrate that your brain is also as unrivaled in destructive power as your muscle?  I hope you do not wish to enter into such an undignified competition with the Nazis.  I venture to present you with a nobler and a braver way, worthy of the bravest soldier.  I want you to fight Nazism without arms, or, if I am to retain the military terminology, with non-violent arms.'  I would like you to lay down the arms you have as being useless for saving you or humanity.   You will invite Herr  Hitler  and Signor  Mussolini  to take what they want of the countries you call your possessions. Let them take possession of your beautiful island, with your many beautiful buildings. You will give all these, but neither your souls, nor your minds. If these gentlemen choose to occupy your homes, you will vacate them.  If they do not give you free passage out, you will allow yourself, man, woman and child, to be slaughtered, but you will refuse to owe allegiance to them.    This process or method, which I have called non-violent non-co-operation, is not without considerable success in its use in India. Your representatives in India may deny my claim. If they do, I shall feel sorry for them.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"This is no appeal made by a man who does not know his business. I have been practising with scientific precision non-violence and its possibilities for an unbroken period of over fifty years.  I have applied it in every walk of life, domestic, institutional, economic and political.  I know of no single case in which it has failed.  Where it has seemed sometimes to have failed, I have ascribed it to my imperfections.  I claim no perfection for my self. But I do claim to be a passionate seeker after Truth, which is but another name for God.  In the course of the search the discovery of non-violence came to me. Its spread is my life-mission. I have no interest in living except for the prosecution of that mission.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Whatever the ultimate fate of my country, my love for you remains, and will remain, undiminished. My non-violence demands universal love, and you are not a small part of it. It is that love which has prompted my appeal to you.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"May God give power to every word of mine. In his name I began to write this, and in His name I close it.  May your statesman have the wisdom and courage to respond to my appeal. I am telling His Excellency the Viceroy that my services are at the disposal of His Majesty's Government, should they consider them of any practical use in advancing the object of my appeal.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi ,  The Collected Works, Volume 27, New Delhi, 1968, p. 435.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi , as quoted in  Relentless Brush Strokes : A Memoir  (2008) by Lalitha Shankar, p. 185",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Conquest of Violence: The Gandhian Philosophy of Conflict , by Joan V. Bondurant (1965) University of California Press, Berkeley: CA, pp. 168-169",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Gandhi: His Life and Message for the World  (1954), by Louis Fischer, p. 177",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi to Rajkumari Amrit Kaur, August 29, 1947 . In  Letters to Rajkumari Amrit Kaur . 1st edition (April, 1961), p. 246",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Non-Violence in Peace & War  (1962) Vol. 2, edited by  Mahadev Haribhai Desai , p. 144",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi, The Collected Works, Volume 35, New Delhi, 1968, pp. 462-63. Quoted from     Goel, S.R. History of Hindu-Christian Encounters (1996)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Response to a journalist's question about what his message to the world was.  Mahatma: Life of Gandhi 1869-1948  (1968) Reel 13,Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Non-Violent Resistance  - Often misquoted as ""You assist an evil system most effectively by obeying its orders and decrees. An evil system never deserves such allegiance.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"All humanity is one undivided and indivisible family, and each one of us is responsible for the misdeeds of all the others. I cannot detach myself from the wickedest soul. [ citation needed ]",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi in    Mahadev Desai, Day-to-Day with Gandhi,Volume 7, Varanasi, 1969, as quoted in     Goel, S.R. History of Hindu-Christian Encounters (1996)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi.    October 1927. The Collected Works, Volume 35, New Delhi, 1968, pp. 166-67. Quoted in Goel, S.R. History of Hindu-Christian Encounters (1996)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi, The Collected Works, Volume 40. New Delhi. 1970, pp. 58-59. as quoted in  Goel, S.R. History of Hindu-Christian Encounters (1996)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi  The Collected Works Volume 46, New Delhi, 1971, pp. 28-29. As quoted in Goel, S.R. History of Hindu-Christian Encounters (1996)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi  The Collected Works Vol 46, p. 203. As quoted in Goel, S.R. History of Hindu-Christian Encounters (1996)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi  The Collected Works Volume 61, Ahmedabad, 1975, p, 46-57. As quoted in Goel, S.R. History of Hindu-Christian Encounters (1996)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Mahatma Gandhi,  The Collected Works Volume 66, New Delhi, 1976, pp. 163-64. As quoted in Goel, S.R. History of Hindu-Christian Encounters (1996)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"In  Mahatma Gandhi: The Essential Writings , p. 285.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Attributed to Gandhi in : Larry Collins and D. Lapierre, Freedom at Midnight. and The Collected Works of Mahatma Gandhi - Volume 94 - Page 230 Mahatma Gandhi · 2000 · ‎",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Variant: If all the Punjabis were to die to the last man without killing , the Punjab would become immortal . ... What a difference it would have made if they had bravely offered themselves as a non - violent , willing sacrifice !",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Attributed to Gandhi by S. R. Goel, Hindu Temples (Second Enlarged Edition), Volume II.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"In conversation, attributed by James E. McEldowney",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
